gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx942,80,3584,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,199.1297,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,150.98,226.43
gfx942,80,3584,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,371.0955,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,162.03,163.89
gfx942,80,3584,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,675.2664,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,178.09,136.65
gfx942,80,3584,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,386.1616,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,155.71,214.52
gfx942,80,3584,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5134.0229,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,184.83,102.41
gfx942,80,3648,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,2,187.0797,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0001,107.35,323.95
gfx942,80,3648,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,199.0806,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0121,134.5,318.33
gfx942,80,3648,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,345.6732,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0104,154.92,215.37
gfx942,80,3648,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,618.5369,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,173.16,156.18
gfx942,80,3648,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,81.9719,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,93.33,412.94
gfx942,80,3648,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,206.7526,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,148.01,221.25
gfx942,80,3648,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,380.9499,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,160.66,161.71
gfx942,80,3648,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,704.1475,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,173.84,132.53
gfx942,80,3648,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,394.0319,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,155.33,213.22
gfx942,80,3648,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5513.521,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,175.18,96.21
gfx942,80,3712,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,2,187.358,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0001,109.07,328.63
gfx942,80,3712,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,208.5586,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0123,130.64,308.58
gfx942,80,3712,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,356.4973,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,152.86,211.78
gfx942,80,3712,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,628.3657,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,173.44,155.61
gfx942,80,3712,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,90.2198,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,86.29,381.36
gfx942,80,3712,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,214.5258,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,145.15,216.29
gfx942,80,3712,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,390.2724,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,159.57,159.86
gfx942,80,3712,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,714.4875,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,174.33,132.08
gfx942,80,3712,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,404.0492,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,154.13,210.86
gfx942,80,3712,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5473.278,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,179.57,97.77
gfx942,80,3776,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,2,188.0632,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0001,110.53,332.54
gfx942,80,3776,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,233.8395,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,118.53,279.42
gfx942,80,3776,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,6,404.8738,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0118,136.91,189.06
gfx942,80,3776,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,639.0014,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,173.5,154.87
gfx942,80,3776,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,97.4096,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,81.29,358.93
gfx942,80,3776,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,222.3646,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,142.45,211.61
gfx942,80,3776,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,400.0413,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,158.36,157.93
gfx942,80,3776,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,737.0384,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,171.91,129.46
gfx942,80,3776,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,413.4735,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,153.22,208.9
gfx942,80,3776,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5465.2584,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,182.93,98.77
gfx942,80,3840,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,2,188.1997,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,112.32,337.43
gfx942,80,3840,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,196.2276,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0123,143.64,337.99
gfx942,80,3840,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,343.9576,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,163.89,225.59
gfx942,80,3840,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,617.8361,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,182.48,162.08
gfx942,80,3840,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,76.9347,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,104.67,461.7
gfx942,80,3840,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,201.6023,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,159.78,236.66
gfx942,80,3840,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,384.625,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,167.5,166.3
gfx942,80,3840,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,699.3838,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,184.23,137.93
gfx942,80,3840,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,390.0456,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,165.17,224.48
gfx942,80,3840,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5370.1728,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,189.32,101.38
gfx942,80,3904,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,217.3745,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,98.87,296.59
gfx942,80,3904,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,209.6458,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,136.69,321.04
gfx942,80,3904,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,388.6966,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,147.44,202.33
gfx942,80,3904,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,766.6039,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,149.52,132.17
gfx942,80,3904,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,101.2833,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,80.84,356.2
gfx942,80,3904,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,261.3871,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,125.29,185.03
gfx942,80,3904,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,481.4318,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,136.05,134.49
gfx942,80,3904,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,894.6894,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,146.42,109.0
gfx942,80,3904,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,450.0172,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,145.55,197.18
gfx942,80,3904,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5786.1026,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,178.64,94.9
gfx942,80,3968,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,218.2129,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,100.1,299.88
gfx942,80,3968,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,222.2883,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,131.02,307.21
gfx942,80,3968,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,394.0215,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,147.84,202.25
gfx942,80,3968,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,766.7105,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,151.95,133.69
gfx942,80,3968,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,100.5211,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,82.78,364.45
gfx942,80,3968,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,269.1753,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,123.66,182.12
gfx942,80,3968,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,491.2008,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,135.53,133.42
gfx942,80,3968,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,905.7104,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,147.01,108.83
gfx942,80,3968,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,460.2755,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,144.64,195.35
gfx942,80,3968,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5791.735,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,181.39,95.61
gfx942,80,4032,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,218.5007,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,101.58,303.91
gfx942,80,4032,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,232.6442,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,127.21,297.76
gfx942,80,4032,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,402.6601,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,147.0,200.52
gfx942,80,4032,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,779.3714,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,151.89,133.03
gfx942,80,4032,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,104.2524,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,81.11,356.75
gfx942,80,4032,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,277.4141,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,121.92,179.07
gfx942,80,4032,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,500.9088,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,135.05,132.4
gfx942,80,4032,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,906.7981,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,149.2,109.85
gfx942,80,4032,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,469.8328,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,143.98,193.89
gfx942,80,4032,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5812.1947,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,183.67,96.08
gfx942,80,4096,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,44.7673,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,47.97,772.95
gfx942,80,4096,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,219.1015,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,102.91,307.49
gfx942,80,4096,512,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,5,122.0248,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0092,140.79,343.73
gfx942,80,4096,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,213.5194,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,140.81,329.03
gfx942,80,4096,1024,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,225.1451,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,152.61,223.55
gfx942,80,4096,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,1,387.7792,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0,155.06,210.92
gfx942,80,4096,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,756.6873,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,158.93,138.57
gfx942,80,4096,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,97.9643,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,87.68,385.33
gfx942,80,4096,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,258.1088,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,133.12,195.0
gfx942,80,4096,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,478.7249,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,143.55,140.18
gfx942,80,4096,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,894.7391,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,153.61,112.51
gfx942,80,4096,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,448.5341,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,153.21,205.73
gfx942,80,4096,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,5791.8105,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,187.24,97.22
gfx942,80,7680,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,693.9949,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0,185.66,160.16
gfx942,304,1,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,8.9135,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0081,1.88,1883.6
gfx942,304,1,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,12.7659,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,2.63,2629.73
gfx942,304,2,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.189,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0078,3.65,1828.47
gfx942,304,2,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,12.9283,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,5.19,2597.96
gfx942,304,4,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,4,9.4114,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0091,7.13,1787.87
gfx942,304,4,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,13.2175,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,10.15,2543.6
gfx942,304,8,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.625,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0091,13.94,1753.3
gfx942,304,8,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,13.3912,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,20.05,2515.5
gfx942,304,16,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,10.5275,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0088,25.5,1612.33
gfx942,304,16,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,13.6204,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,39.42,2482.79
gfx942,304,32,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,11.5344,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.009,46.55,1488.63
gfx942,304,32,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,15.3552,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,69.93,2219.36
gfx942,304,48,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,4,12.1654,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.009,66.2,1427.58
gfx942,304,48,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,3,17.6426,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.009,91.29,1946.47
gfx942,304,64,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,2,12.8728,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0033,83.41,1364.4
gfx942,304,64,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,3,18.8019,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0089,114.22,1840.4
gfx942,304,80,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,4,13.205,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.009,101.64,1344.96
gfx942,304,80,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,4,20.3378,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0119,131.99,1714.3
gfx942,304,96,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,4,14.2124,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0089,113.32,1263.46
gfx942,304,96,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,4,22.5163,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0119,143.06,1560.08
gfx942,304,112,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,14.9153,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0034,125.98,1217.1
gfx942,304,112,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,25.1041,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0049,149.7,1409.71
gfx942,304,128,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,15.4792,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0034,138.73,1185.47
gfx942,304,128,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,26.2259,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0049,163.77,1359.4
gfx942,304,144,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,2,17.759,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0034,136.04,1044.35
gfx942,304,144,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,2,29.3935,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.005,164.38,1221.83
gfx942,304,160,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,2,18.5992,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0034,144.33,1007.75
gfx942,304,160,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,2,30.8144,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0049,174.23,1173.99
gfx942,304,176,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,4,1,19.6443,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,150.31,964.14
gfx942,304,176,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,32.9169,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0049,179.41,1106.97
gfx942,304,192,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,4,1,20.0751,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,160.46,953.25
gfx942,304,192,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,2,34.497,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0049,186.75,1063.87
gfx942,304,208,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,20.2507,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,172.32,954.69
gfx942,304,208,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,35.0427,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,199.17,1054.78
gfx942,304,224,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,21.3045,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,176.4,916.69
gfx942,304,224,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,35.7634,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,210.16,1040.85
gfx942,304,240,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,22.0134,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,182.91,896.11
gfx942,304,240,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,37.009,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,217.6,1012.9
